name	skill_level	skill_type	skill_type2	buff_type	require_class_knight	require_class_archer	require_class_wizard	require_class_berserker	require_class_hunter	require_class_sorcerer	require_class_swashbuckler	require_class_ranger	require_class_elementaler	require_class_slayer	require_class_obiter	require_class_summoner	require_class_scion	require_level	require_point	require_heroic_point	require_charisma_point	damage_a	damage_magic	damage_water	damage_air	damage_earth	damage_fire	damage_poison	damage_ice	damage_thunder	dmg_heroic	damage_c	damage_a_PERCENT	damage_magic_PERCENT	damage_water_PERCENT	damage_air_PERCENT	damage_earth_PERCENT	damage_fire_PERCENT	damage_poison_PERCENT	damage_ice_PERCENT	damage_thunder_PERCENT	dmg_heroic_percent	damage_c_PERCENT	resist_a	cost_hp	cost_mp	cost_sp	cost_arrow	endskill_cost_hp	cast_time	recast_time	semi_recast_time	duration	interval	show damage	range	area_r	area_f1	area_f2	dot_dmg_a	dot_dmg_magic	dot_dmg_water	dot_dmg_air	dot_dmg_earth	dot_dmg_fire	dot_dmg_poison	dot_dmg_ice	dot_dmg_thunder	dot_dmg_heroic	dot_dmg_a_PERCENT	dot_dmg_magic_PERCENT	dot_dmg_water_PERCENT	dot_dmg_air_PERCENT	dot_dmg_earth_PERCENT	dot_dmg_fire_PERCENT	dot_dmg_poison_PERCENT	dot_dmg_ice_PERCENT	dot_dmg_thunder_PERCENT	move_distance	reflect_max	heroic_reflect_max	defense_max	reflect_con	defense_con	damage_shield	counter_up	counter_reduce	hot	dmg_adjust	dmg_show_divide	hp_recovery	mp_recovery	sp_recovery	warrior_lev	change_monster	block_point	stun_time	stun_generate_time	critical	skill_range	skill_rate	damage_convert_hp	damage_convert_mp	regen_hp	regen_mp	charge_1	charge_2	charge_3	aggrodoll_hp	dot_damage_time	cost_mp_decrease	cast_time_decrease	skill_levelup	mp_convert_hp	death	time_control	item_parts	skill_cost	skill_upgrade_cost	skill_classify_id	skill_classify_level	velocity	summons_tid	creature_tid	additional_skilltid	additional_duration	max_target_num	limit_quantity	summons_count	bonus_exp	bonus_money	bonus_drop_rate	bonus_charisma_add_rate	level_diff	divide_rate	ea_damage_physical	ea_damage_magic	ea_damage_water	ea_damage_air	ea_damage_earth	ea_damage_fire	ea_damage_poison	ea_damage_ice	ea_damage_thunder	ea_damage_c	ea_damage_physical_PERCENT	ea_damage_magic_PERCENT	ea_damage_water_PERCENT	ea_damage_air_PERCENT	ea_damage_earth_PERCENT	ea_damage_fire_PERCENT	ea_damage_poison_PERCENT	ea_damage_ice_PERCENT	ea_damage_thunder_PERCENT	ea_damage_c_PERCENT	FACTOR_POINT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	dmg_min_heroic	dmg_max_heroic	def_point_heroic	heroic_melee_Resistance	heroic_ranged_Resistance	heroic_magic_Resistance	FACTOR_PERCENT	con	str	int	dex	cha	wis	movement	hp	mp	sp	ap	agro	max_hp	max_mp	max_sp	atk_speed	atk_range	skill_cast	skill_delay	hit_rate	evade_rate	dodge_rate	dmg_min_physical	dmg_min_magic	dmg_min_water	dmg_min_air	dmg_min_earth	dmg_min_fire	dmg_min_poison	dmg_min_ice	dmg_min_thunder	dmg_max_physical	dmg_max_magic	dmg_max_water	dmg_max_air	dmg_max_earth	dmg_max_fire	dmg_max_poison	dmg_max_ice	dmg_max_thunder	def_point_physical	def_point_magic	def_point_water	def_point_air	def_point_earth	def_point_fire	def_point_poison	def_point_ice	def_point_thunder	physical_resistance	physical_block	skill_block	FACTOR_MAGNIFY	movement	atk_speed
	11	3												1					4			4	700																																																																																																																																																																																																										50	90												40																																
	12	3												1					4			4	750																																																																																																																																																																																																										52	96												43																																
	13	3												1					4			4	800																																																																																																																																																																																																										54	102												46																																
	14	3												1					4			4	850																																																																																																																																																																																																										56	108												49																																
	15	3												1					4			4	900																																																																																																																																																																																																										58	114												52																																
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
브릴리언트 배라지	1	0												1					2			1	500											500		100														600				1590	37950	1590				2																																																																			736000				1200																																																																																																																																											
	2	0												1					2			2	550											600		100														610				1590	37950	1590				2																																																																				824000			1200																																																																																																																																											
	3	0												1					2			2	600											700		100														620				1590	37950	1590				2																																																																				920000			1200																																																																																																																																											
	4	0												1					2			2	650											800		100														630				1590	37950	1590				2																																																																				1016000			1200																																																																																																																																											
	5	0												1					2			2	700											900		100														640				1590	37950	1590				2																																																																				1128000			1200																																																																																																																																											
	6	0												1					3			3	750											1000		100														650				1590	37950	1590				2																																																																							1200																																																																																																																																											
	7	0												1					3			3	800											1100		100														660				1590	37950	1590				2																																																																							1200																																																																																																																																											
	8	0												1					3			3	850											1200		100														670				1590	37950	1590				2																																																																							1200																																																																																																																																											
	9	0												1					3			3	900											1300		100														680				1590	37950	1590				2																																																																							1200																																																																																																																																											
	10	0												1					3			3	950											1400		100														690				1590	37950	1590				2																																																																							1200																																																																																																																																											
	11	0												1					4			4	1000											1500		100														700				1590	37950	1590				2																																																																							1200																																																																																																																																											
	12	0												1					4			4	1050											1600		100														710				1590	37950	1590				2																																																																							1200																																																																																																																																											
	13	0												1					4			4	1100											1700		100														720				1590	37950	1590				2																																																																							1200																																																																																																																																											
	14	0												1					4			4	1150											1800		100														730				1590	37950	1590				2																																																																							1200																																																																																																																																											
	15	0												1					4			4	1200											1900		100														740				1590	37950	1590				2																																																																							1200																																																																																																																																											
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
파워풀 라이트	1	2												1					2			1	300																											800				2050	940000	2050	620000																																																																						736000																																																														30			20						30			20																								50	50																																												
	2	2												1					2			2	350																											810				2050	980000	2050	640000																																																																							824000																																																													34			25						38			30																								52	58																																												
	3	2												1					2			2	400																											820				2050	1020000	2050	660000																																																																							920000																																																													38			30						46			40																								54	66																																												
	4	2												1					2			2	450																											830				2050	1060000	2050	680000																																																																							1016000																																																													42			35						54			50																								56	74																																												
	5	2												1					2			2	500																											840				2050	1100000	2050	700000																																																																							1128000																																																													46			40						62			60																								58	82																																												
	6	2												1					3			3	550																											850				2050	1140000	2050	720000																																																																																																																																				50			45						70			70																								60	90																																												
	7	2												1					3			3	600																											860				2050	1180000	2050	740000																																																																																																																																				54			50						78			80																								62	98																																												
	8	2												1					3			3	650																											870				2050	1220000	2050	760000																																																																																																																																				58			55						86			90																								64	106																																												
	9	2												1					3			3	700																											880				2050	1260000	2050	780000																																																																																																																																				62			60						94			100																								66	114																																												
	10	2												1					3			3	750																											890				2050	1300000	2050	800000																																																																																																																																				66			65						102			110																								68	122																																												
	11	2												1					4			4	800																											900				2050	1340000	2050	820000																																																																																																																																				70			70						110			120																								70	130																																												
	12	2												1					4			4	850																											910				2050	1380000	2050	840000																																																																																																																																				74			75						118			130																								72	138																																												
	13	2												1					4			4	900																											920				2050	1420000	2050	860000																																																																																																																																				78			80						126			140																								74	146																																												
	14	2												1					4			4	950																											930				2050	1460000	2050	880000																																																																																																																																				82			85						134			150																								76	154																																												
	15	2												1					4			4	1000																											940				2050	1500000	2050	900000																																																																																																																																				86			90						142			160																								78	162																																												
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
딜레이드 블로우	1	0												1					2			2	500											500		100														600				1590	37950	1590				4	10																																																																		968000				2100																																																																																																																																											
	2	0												1					2			2	550											620		120														610				1590	37950	1590				4	10																																																																			1072000			2100																																																																																																																																											
	3	0												1					2			2	600											740		140														620				1590	37950	1590				4	10																																																																			1184000			2100																																																																																																																																											
	4	0												1					2			2	650											860		160														630				1590	37950	1590				4	10																																																																			1312000			2100																																																																																																																																											
	5	0												1					2			2	700											980		180														640				1590	37950	1590				4	10																																																																			1448000			2100																																																																																																																																											
	6	0												1					3			3	750											1100		200														650				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	7	0												1					3			3	800											1220		220														660				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	8	0												1					3			3	850											1340		240														670				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	9	0												1					3			3	900											1460		260														680				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	10	0												1					3			3	950											1580		280														690				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	11	0												1					4			4	1000											1700		300														700				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	12	0												1					4			4	1050											1820		320														710				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	13	0												1					4			4	1100											1940		340														720				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	14	0												1					4			4	1150											2060		360														730				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
	15	0												1					4			4	1200											2180		380														740				1590	37950	1590				4	10																																																																						2100																																																																																																																																											
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
룰 오브 슬레이어	1	3												1					2			1	200																																																																																																								1248000																																																																																																				2																				30																							
	2	3												1					2			2	250																																																																																																									1376000																																																																																																			4																				34																							
	3	3												1					2			2	300																																																																																																									1512000																																																																																																			6																				38																							
	4	3												1					2			2	350																																																																																																									1592000																																																																																																			8																				42																							
	5	3												1					2			2	400																																																																																																									1592000																																																																																																			10																				46																							
	6	3												1					3			3	450																																																																																																																																																																																																												12																				50																							
	7	3												1					3			3	500																																																																																																																																																																																																												14																				54																							
	8	3												1					3			3	550																																																																																																																																																																																																												16																				58																							
	9	3												1					3			3	600																																																																																																																																																																																																												18																				62																							
	10	3												1					3			3	650																																																																																																																																																																																																												20																				66																							
	11	3												1					4			4	700																																																																																																																																																																																																												22																				70																							
	12	3												1					4			4	750																																																																																																																																																																																																												24																				74																							
	13	3												1					4			4	800																																																																																																																																																																																																												26																				78																							
	14	3												1					4			4	850																																																																																																																																																																																																												28																				82																							
	15	3												1					4			4	900																																																																																																																																																																																																												30																				86																							
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
펀치 오브 쉬링킹	1	0												1					2			2	700											400		100														750				1920	39600	1920	11000			2																																																10																			1592000																																																																																																																																															
	2	0												1					2			2	750											470		110														760				1920	39600	1920	12000			2																																																20																				1592000																																																																																																																																														
	3	0												1					2			2	800											540		120														770				1920	39600	1920	13000			2																																																30																				1592000																																																																																																																																														
	4	0												1					2			2	850											610		130														780				1920	39600	1920	14000			2																																																40																				1592000																																																																																																																																														
	5	0												1					2			2	900											680		140														790				1920	39600	1920	15000			2																																																50																				1592000																																																																																																																																														
	6	0												1					3			3	950											750		150														800				1920	39600	1920	16000			2																																																60																																																																																																																																																																		
	7	0												1					3			3	1000											820		160														810				1920	39600	1920	17000			2																																																70																																																																																																																																																																		
	8	0												1					3			3	1050											890		170														820				1920	39600	1920	18000			2																																																80																																																																																																																																																																		
	9	0												1					3			3	1100											960		180														830				1920	39600	1920	19000			2																																																90																																																																																																																																																																		
	10	0												1					3			3	1150											1030		190														840				1920	39600	1920	20000			2																																																100																																																																																																																																																																		
	11	0												1					4			4	1200											1100		200														850				1920	39600	1920	21000			2																																																100																																																																																																																																																																		
	12	0												1					4			4	1250											1170		210														860				1920	39600	1920	22000			2																																																100																																																																																																																																																																		
	13	0												1					4			4	1300											1240		220														870				1920	39600	1920	23000			2																																																100																																																																																																																																																																		
	14	0												1					4			4	1350											1310		230														880				1920	39600	1920	24000			2																																																100																																																																																																																																																																		
	15	0												1					4			4	1400											1380		240														890				1920	39600	1920	25000			2																																																100																																																																																																																																																																		
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
데이라이트 스마이트	1	0												1					2			1	700											400		100														750				1920	39600	1920	11000					10	4																																													10																			1592000																																																																																																																																															
	2	0												1					2			2	750											520		120														760				1920	39600	1920	12000					10	4																																													20																				1592000																																																																																																																																														
	3	0												1					2			2	800											640		140														770				1920	39600	1920	13000					10	4																																													30																				1592000																																																																																																																																														
	4	0												1					2			2	850											760		160														780				1920	39600	1920	14000					10	4																																													40																				1592000																																																																																																																																														
	5	0												1					2			2	900											880		180														790				1920	39600	1920	15000					10	4																																													50																				1592000																																																																																																																																														
	6	0												1					3			3	950											1000		200														800				1920	39600	1920	16000					10	4																																													60																																																																																																																																																																		
	7	0												1					3			3	1000											1120		220														810				1920	39600	1920	17000					10	4																																													70																																																																																																																																																																		
	8	0												1					3			3	1050											1240		240														820				1920	39600	1920	18000					10	4																																													80																																																																																																																																																																		
	9	0												1					3			3	1100											1360		260														830				1920	39600	1920	19000					10	4																																													90																																																																																																																																																																		
	10	0												1					3			3	1150											1480		280														840				1920	39600	1920	20000					10	4																																													100																																																																																																																																																																		
	11	0												1					4			4	1200											1600		300														850				1920	39600	1920	21000					10	4																																													100																																																																																																																																																																		
	12	0												1					4			4	1250											1720		320														860				1920	39600	1920	22000					10	4																																													100																																																																																																																																																																		
	13	0												1					4			4	1300											1840		340														870				1920	39600	1920	23000					10	4																																													100																																																																																																																																																																		
	14	0												1					4			4	1350											1960		360														880				1920	39600	1920	24000					10	4																																													100																																																																																																																																																																		
	15	0												1					4			4	1400											2080		380														890				1920	39600	1920	25000					10	4																																													100																																																																																																																																																																		
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
핸드 오브 저스티스	1	2												1					2			2	700																											920				2050	10000	2050					2																																																																		1592000																																																																																																																																															
	2	2												1					2			2	750																											930				2050	20000	2050					4																																																																			1592000																																																																																																																																														
	3	2												1					2			2	800																											940				2050	30000	2050					6																																																																			1592000																																																																																																																																														
	4	2												1					2			2	850																											950				2050	40000	2050					8																																																																			1592000																																																																																																																																														
	5	2												1					2			2	900																											960				2050	50000	2050					10																																																																			1592000																																																																																																																																														
	6	2												1					3			3	950																											970				2050	60000	2050					10																																																																																																																																																																																																																	
	7	2												1					3			3	1000																											980				2050	70000	2050					10																																																																																																																																																																																																																	
	8	2												1					3			3	1050																											990				2050	80000	2050					10																																																																																																																																																																																																																	
	9	2												1					3			3	1100																											1000				2050	90000	2050					10																																																																																																																																																																																																																	
	10	2												1					3			3	1150																											1010				2050	100000	2050					10																																																																																																																																																																																																																	
	11	2												1					4			4	1200																											1020				2050	110000	2050					10																																																																																																																																																																																																																	
	12	2												1					4			4	1250																											1030				2050	120000	2050					10																																																																																																																																																																																																																	
	13	2												1					4			4	1300																											1040				2050	130000	2050					10																																																																																																																																																																																																																	
	14	2												1					4			4	1350																											1050				2050	140000	2050					10																																																																																																																																																																																																																	
	15	2												1					4			4	1400																											1060				2050	150000	2050					10																																																																																																																																																																																																																	
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
																																																																																																																																																																																																																																																																														
리스트레인트 스트라이크	1	0												1					2			1	500											500		100														750				1920	39600	1920	11000			4	10																																															10																			1592000																																																																																																																																															
