monster_name	monster_TID	item_count	item_TID	min	max	percent
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
아이싱데스 스콜피온	1577	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
프로스트 혼드 데스뮤트	1512	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블룬독 클로버	1509	2	5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블룬독 다이아몬드	1510	2	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
블룬독 스페이드	1511	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스피어 마스타 그린	1570	2	5010	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스피어 마스타 그레이	1569	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스피어 마스타 옐로우	1571	2	5010	1	1	30
			5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
그릿스톰 렉 펀처	1563	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
그릿스톰 렉 스타	1562	2	5020	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
그릿스톰 렉 크러셔	1564	2	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
헝거맨 워커	1576	2	5011	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
미노타우르 엑스	1585	2	5011	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
서펀트 위치	1587	2	5011	1	1	30
			5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
체인소드 댄서	1579	2	5011	1	1	30
			5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
랩틸리안 솔져	1572	2	5011	1	1	30
			5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
세이버 마릴리스	1589	2	5021	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
래틀바이퍼	1588	2	1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
스카이어벤져 솔져	1590	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
타이거오루스	1578	2	5012	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
서큐버스 험블	1574	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
그룹소 대장	1508	2	5012	1	1	30
			5022	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
윙드 라치 덱	1575	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
후크 제스터	1565	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
볼케이노 울프 폼	1573	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
마스터 우드	1561	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
비스트 워리어 솔져	1566	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
비스트 워리어 체이서	1567	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
비스트 워리어 커맨더	1568	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
페더리드윙 솔져	1586	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
화이트스노우 캡터	1559	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
아이스버그 베어	1560	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
아이싱데스 스콜피온	1577	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
프로스트 혼드 데스뮤트	1512	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
블룬독 클로버	1509	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
블룬독 다이아몬드	1510	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
블룬독 스페이드	1511	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
스피어 마스타 그린	1570	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
스피어 마스타 그레이	1569	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
스피어 마스타 옐로우	1571	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
그릿스톰 렉 펀처	1563	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
그릿스톰 렉 스타	1562	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
그릿스톰 렉 크러셔	1564	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
헝거맨 워커	1576	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
미노타우르 엑스	1585	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
서펀트 위치	1587	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
체인소드 댄서	1579	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
랩틸리안 솔져	1572	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
세이버 마릴리스	1589	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
래틀바이퍼	1588	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
스카이어벤져 솔져	1590	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
타이거오루스	1578	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
서큐버스 험블	1574	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
그룹소 대장	1508	1	6273	1	1	10000
			6275	1	1	10000
			7392	1	1	40000
			7393	1	1	30000
			7394	1	1	10000
아이리온 게스트	1735	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
체리엇 글레디에이터	1768	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
포세이큰 레인	1777	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
하켄 할로우	1780	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
랜턴라이더 클라이막스	1783	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
나인바이탈	1786	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
다크에이지	1787	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
로틴	388	1	5026	1	1	30
케르그	1752	1	5005	1	1	30
아이리샤	1750	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
펠리시아	1751	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
벨리하트	1754	2	5006	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
샤일록	1755	2	5006	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
베루딘	1753	2	5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
거스톤	1788	2	5007	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
체스트	1803	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
라판	1802	2	5006	1	1	30
			5027	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
굴딘	1756	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
칼리단	1801	2	5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
겔리온	1804	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
바이슨	1805	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
마누스	1808	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
헤리큘	1809	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
헬라이드	1810	2	5008	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
나즈델	1811	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
피르핀	1812	2	5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
토틴	1813	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
오로크	1814	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
커스터	1815	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
하켄	1816	2	5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
게스펜	1817	1	1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
위즈든	1818	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
파울로	1819	2	5009	1	1	30
			5019	1	1	30
			1857	1	1	500
			1862	1	1	500
			1892	1	1	500
			1867	1	1	500
			1872	1	1	500
			1877	1	1	500
			1882	1	1	500
			1887	1	1	500
			6076	1	1	500
티르폰	1820	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
켈베론	1821	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
칼리만	1974	2	5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
가우롱	1806	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
페이오	1807	2	5008	1	1	30
			5018	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
바얄	1749	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
레기아	1748	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
무라드	1823	2	5005	1	1	30
			5028	1	1	30
			1855	1	1	500
			1860	1	1	500
			1890	1	1	500
			1865	1	1	500
			1870	1	1	500
			1875	1	1	500
			1880	1	1	500
			1885	1	1	500
			6074	1	1	500
라이첸	1822	2	5019	1	1	30
			5009	1	1	30
			1856	1	1	500
			1861	1	1	500
			1891	1	1	500
			1866	1	1	500
			1871	1	1	500
			1876	1	1	500
			1881	1	1	500
			1886	1	1	500
			6075	1	1	500
불꽃의 기사	1993	5	9999	1	1	50000
			10000	1	1	30000
			589	1	1	10000
			592	1	1	10000
			595	1	1	10000
			604	1	1	10000
			1857	1	1	10000
			1882	1	1	10000
			470	1	1	10000
			1867	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
불꽃의 기사	1993	1	9341	1	1	5000
			9343	1	1	5000
불꽃의 사냥꾼	1992	5	9999	1	1	50000
			10000	1	1	30000
			464	1	1	10000
			468	1	1	10000
			599	1	1	10000
			607	1	1	10000
			1862	1	1	10000
			1887	1	1	10000
			472	1	1	10000
			1872	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
불꽃의 사냥꾼	1992	1	9343	1	1	5000
			9344	1	1	5000
불꽃의 마법사	1994	5	9999	1	1	50000
			10000	1	1	30000
			1892	1	1	10000
			470	1	1	10000
			472	1	1	10000
			610	1	1	10000
			1867	1	1	10000
			6076	1	1	10000
			610	1	1	10000
			1877	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
불꽃의 마법사	1994	1	9341	1	1	5000
			9345	1	1	5000
불꽃의 약탈자	1976	5	10000	1	1	50000
			10260	1	1	30000
			475	1	1	10000
			481	1	1	10000
			601	1	1	10000
			614	1	1	10000
			1872	1	1	10000
			464	1	1	10000
			468	1	1	10000
			1882	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
불꽃의 약탈자	1976	1	9344	1	1	5000
			9341	1	1	5000
불꽃의 착취자	1977	5	10000	1	1	50000
			10260	1	1	30000
			841	1	1	10000
			1170	1	1	10000
			1173	1	1	10000
			617	1	1	10000
			1877	1	1	10000
			599	1	1	10000
			1892	1	1	10000
			1887	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
불꽃의 착취자	1977	1	9344	1	1	5000
			9345	1	1	5000
핏줄의 전사	1991	5	9999	1	1	50000
			10000	1	1	30000
			1892	1	1	10000
			470	1	1	10000
			472	1	1	10000
			610	1	1	10000
			1867	1	1	10000
			6076	1	1	10000
			610	1	1	10000
			1877	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
핏줄의 전사	1991	1	9341	1	1	5000
			9345	1	1	5000
핏줄의 척후병	1989	5	9999	1	1	50000
			10000	1	1	30000
			464	1	1	10000
			468	1	1	10000
			599	1	1	10000
			607	1	1	10000
			1862	1	1	10000
			1887	1	1	10000
			472	1	1	10000
			1872	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
핏줄의 척후병	1989	1	9343	1	1	5000
			9344	1	1	5000
핏줄의 마법사	1990	5	9999	1	1	50000
			10000	1	1	30000
			589	1	1	10000
			592	1	1	10000
			595	1	1	10000
			604	1	1	10000
			1857	1	1	10000
			1882	1	1	10000
			470	1	1	10000
			1867	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
핏줄의 마법사	1990	1	9341	1	1	5000
			9343	1	1	5000
생명의 사냥꾼	1983	5	10000	1	1	50000
			10260	1	1	30000
			841	1	1	10000
			1170	1	1	10000
			1173	1	1	10000
			617	1	1	10000
			1877	1	1	10000
			599	1	1	10000
			1892	1	1	10000
			1887	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
생명의 사냥꾼	1983	1	9344	1	1	5000
			9345	1	1	5000
생명의 습격자	1984	5	10000	1	1	50000
			10260	1	1	30000
			475	1	1	10000
			481	1	1	10000
			601	1	1	10000
			614	1	1	10000
			1872	1	1	10000
			464	1	1	10000
			468	1	1	10000
			1882	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
생명의 습격자	1984	1	9344	1	1	5000
			9341	1	1	5000
태풍의 기사	1985	5	9999	1	1	50000
			10000	1	1	30000
			464	1	1	10000
			468	1	1	10000
			599	1	1	10000
			607	1	1	10000
			1862	1	1	10000
			1887	1	1	10000
			472	1	1	10000
			1872	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
태풍의 기사	1985	1	9343	1	1	5000
			9344	1	1	5000
태풍의 궁수	1987	5	9999	1	1	50000
			10000	1	1	30000
			1892	1	1	10000
			470	1	1	10000
			472	1	1	10000
			610	1	1	10000
			1867	1	1	10000
			6076	1	1	10000
			610	1	1	10000
			1877	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
태풍의 궁수	1987	1	9341	1	1	5000
			9345	1	1	5000
태풍의 마법사	1988	5	9999	1	1	50000
			10000	1	1	30000
			589	1	1	10000
			592	1	1	10000
			595	1	1	10000
			604	1	1	10000
			1857	1	1	10000
			1882	1	1	10000
			470	1	1	10000
			1867	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
태풍의 마법사	1988	1	9341	1	1	5000
			9343	1	1	5000
칼날의 감시자	1979	5	10000	1	1	50000
			10260	1	1	30000
			475	1	1	10000
			481	1	1	10000
			601	1	1	10000
			614	1	1	10000
			1872	1	1	10000
			464	1	1	10000
			468	1	1	10000
			1882	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
칼날의 감시자	1979	1	9344	1	1	5000
			9341	1	1	5000
칼날의 강탈자	1980	5	10000	1	1	50000
			10260	1	1	30000
			841	1	1	10000
			1170	1	1	10000
			1173	1	1	10000
			617	1	1	10000
			1877	1	1	10000
			599	1	1	10000
			1892	1	1	10000
			1887	1	1	10000
			267	1	1	10000
			247	1	1	10000
			263	1	1	10000
			255	1	1	10000
			259	1	1	10000
칼날의 강탈자	1980	1	9344	1	1	5000
			9345	1	1	5000
분노의 포효	1975	4	10260	1	1	50000
			589	1	1	50000
			592	1	1	50000
			595	1	1	50000
			604	1	1	50000
			1857	1	1	50000
			1882	1	1	50000
			470	1	1	50000
			1867	1	1	50000
			267	1	1	50000
			247	1	1	50000
			263	1	1	50000
			255	1	1	50000
			259	1	1	50000
분노의 포효	1975	1	10262	3	5	100000
고요의 외침	1982	4	10260	1	1	50000
			464	1	1	50000
			468	1	1	50000
			599	1	1	50000
			607	1	1	50000
			1862	1	1	50000
			1887	1	1	50000
			472	1	1	50000
			1872	1	1	50000
			267	1	1	50000
			247	1	1	50000
			263	1	1	50000
			255	1	1	50000
			259	1	1	50000
고요의 외침	1982	1	10262	3	5	100000
고통의 비명	1978	4	10260	1	1	50000
			1892	1	1	50000
			470	1	1	50000
			472	1	1	50000
			610	1	1	50000
			1867	1	1	50000
			6076	1	1	50000
			610	1	1	50000
			1877	1	1	50000
			267	1	1	50000
			247	1	1	50000
			263	1	1	50000
			255	1	1	50000
			259	1	1	50000
고통의 비명	1978	1	10261	3	5	100000
헤븐즈 헬의 군주	1986	5	10260	1	1	50000
			475	1	1	50000
			481	1	1	50000
			601	1	1	50000
			614	1	1	50000
			1872	1	1	50000
			464	1	1	50000
			468	1	1	50000
			1882	1	1	50000
			267	1	1	50000
			247	1	1	50000
			263	1	1	50000
			255	1	1	50000
			259	1	1	50000
헤븐즈 헬의 군주	1986	1	10261	3	10	100000
아슈탈 코어	1995	5	10260	1	1	50000
			841	1	1	50000
			1170	1	1	50000
			1173	1	1	50000
			617	1	1	50000
			1877	1	1	50000
			599	1	1	50000
			1892	1	1	50000
			1887	1	1	50000
			267	1	1	50000
			247	1	1	50000
			263	1	1	50000
			255	1	1	50000
			259	1	1	50000
아슈탈 코어	1995	1	10261	5	20	100000
브리시	2019	2	5006	1	1	30
			463	1	1	500
			466	1	1	500
			588	1	1	500
			591	1	1	500
			594	1	1	500
			597	1	1	500
			1890	1	1	500
			465	1	1	500
쿠루	2020	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			463	1	1	500
			466	1	1	500
			588	1	1	500
			591	1	1	500
			594	1	1	500
			594	1	1	500
			597	1	1	500
			1890	1	1	500
			465	1	1	500
카이마	2021	2	5007	1	1	30
			5015	1	1	30
			5016	1	1	30
			5017	1	1	30
			1870	1	1	500
			471	1	1	500
			474	1	1	500
			480	1	1	500
			600	1	1	500
			840	1	1	500
			1169	1	1	500
			1172	1	1	500
사펜	2022	2	5008	1	1	30
			5018	1	1	30
			1870	1	1	500
			471	1	1	500
			474	1	1	500
			480	1	1	500
			600	1	1	500
			840	1	1	500
			1169	1	1	500
			1172	1	1	500
나달	2024	2	5008	1	1	30
			5018	1	1	30
			603	1	1	500
			606	1	1	500
			609	1	1	500
