96																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
22	51	52	43	26	30	0	344	140	280	4	0	0	0	0	0	0	0	0	0
23	54	54	45	27	32	0	360	145	291	4	0	0	0	0	0	0	0	0	0
24	56	57	47	28	33	0	376	151	307	4	0	0	0	0	0	0	0	0	0
25	59	60	49	30	35	0	392	162	323	4	0	0	0	0	0	0	0	0	0
26	61	63	51	31	37	0	408	167	339	4	0	0	0	0	0	0	0	0	0
27	64	65	53	32	38	0	424	172	350	4	0	0	0	0	0	0	0	0	0
28	67	68	55	33	40	0	440	178	366	4	0	0	0	0	0	0	0	0	0
29	69	71	57	35	42	0	456	188	382	4	0	0	0	0	0	0	0	0	0
30	72	74	60	36	44	0	480	194	398	4	0	0	0	0	0	0	0	0	0
31	75	77	62	38	46	0	496	205	415	4	0	0	0	0	0	0	0	0	0
32	78	80	64	39	47	0	512	210	431	4	0	0	0	0	0	0	0	0	0
33	81	83	67	40	49	0	536	215	447	4	0	0	0	0	0	0	0	0	0
34	84	87	69	42	51	0	552	226	468	4	0	0	0	0	0	0	0	0	0
35	87	90	72	43	53	0	576	232	485	4	0	0	0	0	0	0	0	0	0
36	90	93	74	45	55	0	592	242	501	4	0	0	0	0	0	0	0	0	0
37	93	96	77	46	57	0	616	248	517	4	0	0	0	0	0	0	0	0	0
38	96	100	79	48	59	0	632	258	538	4	0	0	0	0	0	0	0	0	0
39	99	103	82	49	61	0	656	264	555	4	0	0	0	0	0	0	0	0	0
40	102	106	84	51	63	0	672	275	571	5	0	0	0	0	0	0	0	0	0
41	105	110	87	53	65	0	696	285	592	5	0	0	0	0	0	0	0	0	0
42	109	113	90	54	67	0	720	291	608	5	0	0	0	0	0	0	0	0	0
43	112	117	92	56	69	0	736	302	630	5	0	0	0	0	0	0	0	0	0
44	115	120	95	58	71	0	760	312	646	5	0	0	0	0	0	0	0	0	0
45	119	124	98	59	74	0	784	318	668	5	0	0	0	0	0	0	0	0	0
46	122	128	101	61	76	0	808	328	689	5	0	0	0	0	0	0	0	0	0
47	126	131	103	63	78	0	824	339	705	5	0	0	0	0	0	0	0	0	0
48	129	135	106	64	80	0	848	345	727	5	0	0	0	0	0	0	0	0	0
49	133	139	109	66	83	0	872	355	748	5	0	0	0	0	0	0	0	0	0
50	136	143	112	68	85	0	896	366	770	5	0	0	0	0	0	0	0	0	0
51	140	147	115	70	87	0	920	377	792	5	0	0	0	0	0	0	0	0	0
52	143	150	118	71	89	0	944	382	808	5	0	0	0	0	0	0	0	0	0
53	147	154	121	73	92	0	968	393	829	5	0	0	0	0	0	0	0	0	0
54	151	158	124	75	94	0	992	404	851	5	0	0	0	0	0	0	0	0	0
55	154	162	127	77	97	0	1016	415	872	5	0	0	0	0	0	0	0	0	0
56	158	166	130	79	99	0	1040	425	894	5	0	0	0	0	0	0	0	0	0
57	162	170	133	80	101	0	1064	431	915	5	0	0	0	0	0	0	0	0	0
58	166	174	136	82	104	0	1088	442	937	5	0	0	0	0	0	0	0	0	0
59	169	178	139	84	106	0	1112	452	958	6	0	0	0	0	0	0	0	0	0
60	173	183	142	86	109	0	1136	463	985	6	0	0	0	0	0	0	0	0	0
61	177	187	146	88	111	0	1168	474	1007	6	0	0	0	0	0	0	0	0	0
62	181	191	149	90	114	0	1192	485	1028	6	0	0	0	0	0	0	0	0	0
63	185	195	152	92	116	0	1216	495	1050	6	0	0	0	0	0	0	0	0	0
64	189	199	155	94	119	0	1240	506	1072	6	0	0	0	0	0	0	0	0	0
65	193	204	159	96	121	0	1272	517	1098	6	0	0	0	0	0	0	0	0	0
66	197	208	162	98	124	0	1296	528	1120	6	0	0	0	0	0	0	0	0	0
67	201	212	165	100	127	0	1320	538	1142	6	0	0	0	0	0	0	0	0	0
68	205	217	169	102	129	0	1352	549	1168	6	0	0	0	0	0	0	0	0	0
69	209	221	172	104	132	0	1376	560	1190	6	0	0	0	0	0	0	0	0	0
70	213	226	175	106	135	0	1400	571	1217	6	0	0	0	0	0	0	0	0	0
71	218	230	179	108	137	0	1432	582	1238	6	0	0	0	0	0	0	0	0	0
72	222	235	182	110	140	0	1456	592	1265	6	0	0	0	0	0	0	0	0	0
73	226	239	186	112	143	0	1488	603	1287	6	0	0	0	0	0	0	0	0	0
74	230	244	189	114	145	0	1512	614	1314	6	0	0	0	0	0	0	0	0	0
75	235	248	193	116	148	0	1544	625	1335	7	0	0	0	0	0	0	0	0	0
76	239	253	196	119	151	0	1568	641	1362	7	0	0	0	0	0	0	0	0	0
77	243	258	200	121	154	0	1600	652	1389	7	0	0	0	0	0	0	0	0	0
78	248	262	203	123	157	0	1624	662	1411	7	0	0	0	0	0	0	0	0	0
79	252	267	207	125	159	0	1656	673	1438	7	0	0	0	0	0	0	0	0	0
80	257	272	211	127	162	0	1688	684	1465	7	0	0	0	0	0	0	0	0	0
81	261	277	214	129	165	0	1712	695	1492	7	0	0	0	0	0	0	0	0	0
82	265	281	218	132	168	0	1744	711	1513	7	0	0	0	0	0	0	0	0	0
83	270	286	222	134	171	0	1776	722	1540	7	0	0	0	0	0	0	0	0	0
84	275	291	225	136	174	0	1800	732	1567	7	0	0	0	0	0	0	0	0	0
85	279	296	229	138	177	0	1832	743	1594	7	0	0	0	0	0	0	0	0	0
86	284	301	233	141	180	0	1864	759	1621	7	0	0	0	0	0	0	0	0	0
87	288	306	237	143	183	0	1896	770	1648	7	0	0	0	0	0	0	0	0	0
88	293	311	240	145	186	0	1920	781	1675	7	0	0	0	0	0	0	0	0	0
89	298	316	244	147	189	0	1952	792	1702	8	0	0	0	0	0	0	0	0	0
90	302	321	248	150	192	0	1984	808	1728	8	0	0	0	0	0	0	0	0	0
91	307	326	252	152	195	0	2016	818	1755	8	0	0	0	0	0	0	0	0	0
92	312	331	256	154	198	0	2048	829	1782	8	0	0	0	0	0	0	0	0	0
93	316	336	260	157	201	0	2080	845	1809	8	0	0	0	0	0	0	0	0	0
94	321	341	264	159	204	0	2112	856	1836	8	0	0	0	0	0	0	0	0	0
95	326	346	267	161	207	0	2136	867	1863	8	0	0	0	0	0	0	0	0	0
96	331	351	271	164	210	0	2168	883	1890	8	0	0	0	0	0	0	0	0	0
97	336	357	275	166	213	0	2200	894	1922	8	0	0	0	0	0	0	0	0	0
98	341	362	279	169	216	0	2232	910	1949	8	0	0	0	0	0	0	0	0	0
99	345	367	283	171	219	0	2264	921	1976	8	0	0	0	0	0	0	0	0	0
100	350	372	287	173	223	0	2296	932	2003	8	0	0	0	0	0	0	0	0	0
101	355	378	291	176	226	0	2328	948	2035	8	0	0	0	0	0	0	0	0	0
102	360	383	295	178	229	0	2360	958	2062	8	0	0	0	0	0	0	0	0	0
103	365	388	300	181	232	0	2400	975	2089	9	0	0	0	0	0	0	0	0	0
104	370	394	304	183	235	0	2432	985	2122	9	0	0	0	0	0	0	0	0	0
105	375	399	308	186	239	0	2464	1002	2148	9	0	0	0	0	0	0	0	0	0
106	380	404	312	188	242	0	2496	1012	2175	9	0	0	0	0	0	0	0	0	0
107	385	410	316	191	245	0	2528	1028	2208	9	0	0	0	0	0	0	0	0	0
108	390	415	320	193	248	0	2560	1039	2235	9	0	0	0	0	0	0	0	0	0
109	396	421	324	196	252	0	2592	1055	2267	9	0	0	0	0	0	0	0	0	0
110	401	426	329	198	255	0	2632	1066	2294	9	0	0	0	0	0	0	0	0	0
111	406	432	333	201	258	0	2664	1082	2326	9	0	0	0	0	0	0	0	0	0
112	411	437	337	203	262	0	2696	1093	2353	9	0	0	0	0	0	0	0	0	0
113	416	443	341	206	265	0	2728	1109	2385	9	0	0	0	0	0	0	0	0	0
114	422	449	346	209	268	0	2768	1125	2418	9	0	0	0	0	0	0	0	0	0
115	427	454	350	211	272	0	2800	1136	2445	9	0	0	0	0	0	0	0	0	0
116	432	460	354	214	275	0	2832	1152	2477	10	0	0	0	0	0	0	0	0	0
117	437	466	359	216	279	0	2872	1163	2509	10	0	0	0	0	0	0	0	0	0
118	443	471	363	219	282	0	2904	1179	2536	10	0	0	0	0	0	0	0	0	0
119	448	477	367	222	285	0	2936	1195	2568	10	0	0	0	0	0	0	0	0	0
120	453	483	372	224	289	0	2976	1206	2601	10	0	0	0	0	0	0	0	0	0
121	459	488	376	227	292	0	3008	1222	2628	10	0	0	0	0	0	0	0	0	0
1722																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	17	11	11	9	10	0	88	48	59	3	0	0	0	0	0	0	0	0	0
2	18	12	13	10	11	0	104	54	65	3	0	0	0	0	0	0	0	0	0
3	20	12	15	10	12	0	120	54	65	3	0	0	0	0	0	0	0	0	0
4	22	13	17	11	13	0	136	59	70	3	0	0	0	0	0	0	0	0	0
5	25	13	19	12	15	0	152	65	70	3	0	0	0	0	0	0	0	0	0
6	27	14	21	13	17	0	168	70	75	3	0	0	0	0	0	0	0	0	0
7	30	15	23	14	19	0	184	75	81	3	0	0	0	0	0	0	0	0	0
8	33	16	26	15	21	0	208	81	86	3	0	0	0	0	0	0	0	0	0
9	37	17	28	16	23	0	224	86	92	3	0	0	0	0	0	0	0	0	0
10	40	18	30	18	26	0	240	97	97	3	0	0	0	0	0	0	0	0	0
11	44	19	33	19	28	0	264	102	102	3	0	0	0	0	0	0	0	0	0
12	48	20	35	20	31	0	280	108	108	3	0	0	0	0	0	0	0	0	0
13	51	21	38	22	33	0	304	118	113	3	0	0	0	0	0	0	0	0	0
14	56	23	40	23	36	0	320	124	124	3	0	0	0	0	0	0	0	0	0
15	60	24	43	24	39	0	344	129	129	3	0	0	0	0	0	0	0	0	0
16	64	25	46	26	42	0	368	140	135	3	0	0	0	0	0	0	0	0	0
17	69	27	48	28	45	0	384	151	145	3	0	0	0	0	0	0	0	0	0
18	73	28	51	29	48	0	408	156	151	3	0	0	0	0	0	0	0	0	0
19	78	30	54	31	51	0	432	167	162	3	0	0	0	0	0	0	0	0	0
20	83	31	56	33	54	0	448	178	167	3	0	0	0	0	0	0	0	0	0
21	87	33	59	34	58	0	472	183	178	3	0	0	0	0	0	0	0	0	0
22	93	34	62	36	61	0	496	194	183	3	0	0	0	0	0	0	0	0	0
23	98	36	65	38	65	0	520	205	194	4	0	0	0	0	0	0	0	0	0
24	103	38	68	40	68	0	544	215	205	4	0	0	0	0	0	0	0	0	0
25	108	40	70	42	72	0	560	226	215	4	0	0	0	0	0	0	0	0	0
26	114	42	73	44	76	0	584	237	226	4	0	0	0	0	0	0	0	0	0
27	119	43	76	45	79	0	608	242	232	4	0	0	0	0	0	0	0	0	0
28	125	45	79	47	83	0	632	253	242	4	0	0	0	0	0	0	0	0	0
29	131	47	82	49	87	0	656	264	253	4	0	0	0	0	0	0	0	0	0
30	136	49	85	52	91	0	680	280	264	4	0	0	0	0	0	0	0	0	0
31	142	51	88	54	95	0	704	291	275	4	0	0	0	0	0	0	0	0	0
32	148	53	91	56	99	0	728	302	285	4	0	0	0	0	0	0	0	0	0
33	154	55	94	58	103	0	752	312	296	4	0	0	0	0	0	0	0	0	0
34	160	57	97	60	108	0	776	323	307	4	0	0	0	0	0	0	0	0	0
35	167	60	100	62	112	0	800	334	323	4	0	0	0	0	0	0	0	0	0
36	173	62	103	65	116	0	824	350	334	4	0	0	0	0	0	0	0	0	0
37	179	64	106	67	121	0	848	361	345	4	0	0	0	0	0	0	0	0	0
38	186	66	109	69	125	0	872	372	355	4	0	0	0	0	0	0	0	0	0
39	192	69	112	71	129	0	896	382	372	4	0	0	0	0	0	0	0	0	0
40	199	71	115	74	134	0	920	398	382	4	0	0	0	0	0	0	0	0	0
41	206	73	119	76	139	0	952	409	393	4	0	0	0	0	0	0	0	0	0
42	213	76	122	79	143	0	976	425	409	4	0	0	0	0	0	0	0	0	0
43	220	78	125	81	148	0	1000	436	420	4	0	0	0	0	0	0	0	0	0
44	226	81	128	83	153	0	1024	447	436	4	0	0	0	0	0	0	0	0	0
45	234	83	131	86	157	0	1048	463	447	4	0	0	0	0	0	0	0	0	0
46	241	86	134	88	162	0	1072	474	463	4	0	0	0	0	0	0	0	0	0
47	248	88	138	91	167	0	1104	490	474	4	0	0	0	0	0	0	0	0	0
48	255	91	141	94	172	0	1128	506	490	4	0	0	0	0	0	0	0	0	0
49	262	93	144	96	177	0	1152	517	501	4	0	0	0	0	0	0	0	0	0
50	270	96	147	99	182	0	1176	533	517	4	0	0	0	0	0	0	0	0	0
51	277	99	151	101	187	0	1208	544	533	4	0	0	0	0	0	0	0	0	0
52	285	102	154	104	192	0	1232	560	549	4	0	0	0	0	0	0	0	0	0
53	292	104	157	107	198	0	1256	576	560	4	0	0	0	0	0	0	0	0	0
54	300	107	161	109	203	0	1288	587	576	5	0	0	0	0	0	0	0	0	0
55	308	110	164	112	208	0	1312	603	592	5	0	0	0	0	0	0	0	0	0
56	315	113	167	115	213	0	1336	619	608	5	0	0	0	0	0	0	0	0	0
57	323	116	170	118	219	0	1360	635	625	5	0	0	0	0	0	0	0	0	0
58	331	118	174	120	224	0	1392	646	635	5	0	0	0	0	0	0	0	0	0
59	339	121	177	123	229	0	1416	662	652	5	0	0	0	0	0	0	0	0	0
60	347	124	181	126	235	0	1448	678	668	5	0	0	0	0	0	0	0	0	0
61	355	127	184	129	240	0	1472	695	684	5	0	0	0	0	0	0	0	0	0
62	363	130	187	132	246	0	1496	711	700	5	0	0	0	0	0	0	0	0	0
63	371	133	191	135	252	0	1528	727	716	5	0	0	0	0	0	0	0	0	0
64	380	136	194	138	257	0	1552	743	732	5	0	0	0	0	0	0	0	0	0
65	388	139	198	141	263	0	1584	759	748	5	0	0	0	0	0	0	0	0	0
66	396	143	201	144	269	0	1608	775	770	5	0	0	0	0	0	0	0	0	0
67	405	146	204	147	274	0	1632	792	786	5	0	0	0	0	0	0	0	0	0
68	413	149	208	150	280	0	1664	808	802	5	0	0	0	0	0	0	0	0	0
69	422	152	211	153	286	0	1688	824	818	5	0	0	0	0	0	0	0	0	0
70	431	155	215	156	292	0	1720	840	835	5	0	0	0	0	0	0	0	0	0
71	439	158	218	159	298	0	1744	856	851	5	0	0	0	0	0	0	0	0	0
72	448	162	222	162	304	0	1776	872	872	5	0	0	0	0	0	0	0	0	0
73	457	165	225	165	310	0	1800	888	888	5	0	0	0	0	0	0	0	0	0
74	466	168	229	168	316	0	1832	905	905	5	0	0	0	0	0	0	0	0	0
75	475	172	232	171	322	0	1856	921	926	5	0	0	0	0	0	0	0	0	0
76	483	175	236	174	328	0	1888	937	942	6	0	0	0	0	0	0	0	0	0
77	492	178	239	177	334	0	1912	953	958	6	0	0	0	0	0	0	0	0	0
78	502	182	243	181	340	0	1944	975	980	6	0	0	0	0	0	0	0	0	0
79	511	185	246	184	347	0	1968	991	996	6	0	0	0	0	0	0	0	0	0
80	520	189	250	187	353	0	2000	1007	1018	6	0	0	0	0	0	0	0	0	0
81	529	192	253	190	359	0	2024	1023	1034	6	0	0	0	0	0	0	0	0	0
82	538	196	257	194	366	0	2056	1045	1055	6	0	0	0	0	0	0	0	0	0
83	548	199	261	197	372	0	2088	1061	1072	6	0	0	0	0	0	0	0	0	0
84	557	203	264	200	378	0	2112	1077	1093	6	0	0	0	0	0	0	0	0	0
85	566	207	268	204	385	0	2144	1098	1115	6	0	0	0	0	0	0	0	0	0
86	576	210	271	207	391	0	2168	1115	1131	6	0	0	0	0	0	0	0	0	0
87	585	214	275	210	398	0	2200	1131	1152	6	0	0	0	0	0	0	0	0	0
88	595	218	279	214	404	0	2232	1152	1174	6	0	0	0	0	0	0	0	0	0
89	605	221	282	217	411	0	2256	1168	1190	6	0	0	0	0	0	0	0	0	0
90	614	225	286	221	417	0	2288	1190	1212	6	0	0	0	0	0	0	0	0	0
91	624	229	289	224	424	0	2312	1206	1233	6	0	0	0	0	0	0	0	0	0
92	634	232	293	227	431	0	2344	1222	1249	6	0	0	0	0	0	0	0	0	0
93	644	236	297	231	437	0	2376	1244	1271	6	0	0	0	0	0	0	0	0	0
94	654	240	300	234	444	0	2400	1260	1292	6	0	0	0	0	0	0	0	0	0
95	664	244	304	238	451	0	2432	1282	1314	6	0	0	0	0	0	0	0	0	0
96	674	248	308	242	458	0	2464	1303	1335	7	0	0	0	0	0	0	0	0	0
97	684	252	311	245	465	0	2488	1319	1357	7	0	0	0	0	0	0	0	0	0
98	694	255	315	249	472	0	2520	1341	1373	7	0	0	0	0	0	0	0	0	0
99	704	259	319	252	478	0	2552	1357	1395	7	0	0	0	0	0	0	0	0	0
100	714	263	323	256	485	0	2584	1378	1416	7	0	0	0	0	0	0	0	0	0
101	724	267	326	259	492	0	2608	1395	1438	7	0	0	0	0	0	0	0	0	0
102	734	271	330	263	499	0	2640	1416	1459	7	0	0	0	0	0	0	0	0	0
103	745	275	334	267	506	0	2672	1438	1481	7	0	0	0	0	0	0	0	0	0
104	755	279	337	270	513	0	2696	1454	1502	7	0	0	0	0	0	0	0	0	0
105	765	283	341	274	521	0	2728	1475	1524	7	0	0	0	0	0	0	0	0	0
106	776	287	345	278	528	0	2760	1497	1545	7	0	0	0	0	0	0	0	0	0
107	786	292	349	281	535	0	2792	1513	1572	7	0	0	0	0	0	0	0	0	0
108	797	296	352	285	542	0	2816	1535	1594	7	0	0	0	0	0	0	0	0	0
109	807	300	356	289	549	0	2848	1556	1615	7	0	0	0	0	0	0	0	0	0
110	818	304	360	293	556	0	2880	1578	1637	7	0	0	0	0	0	0	0	0	0
111	829	308	364	296	564	0	2912	1594	1658	7	0	0	0	0	0	0	0	0	0
112	839	312	368	300	571	0	2944	1615	1680	7	0	0	0	0	0	0	0	0	0
113	850	317	371	304	578	0	2968	1637	1707	8	0	0	0	0	0	0	0	0	0
114	861	321	375	308	586	0	3000	1658	1728	8	0	0	0	0	0	0	0	0	0
115	872	325	379	312	593	0	3032	1680	1750	8	0	0	0	0	0	0	0	0	0
116	883	329	383	315	601	0	3064	1696	1772	8	0	0	0	0	0	0	0	0	0
117	894	334	387	319	608	0	3096	1718	1798	8	0	0	0	0	0	0	0	0	0
118	905	338	390	323	616	0	3120	1739	1820	8	0	0	0	0	0	0	0	0	0
119	916	342	394	327	623	0	3152	1761	1842	8	0	0	0	0	0	0	0	0	0
120	927	347	398	331	631	0	3184	1782	1868	8	0	0	0	0	0	0	0	0	0
121	938	351	402	335	638	0	3216	1804	1890	8	0	0	0	0	0	0	0	0	0
1723																			
LV	STR	Dex	CON	WIS	INT	CHA	MAX HP	MAX MP	MAX SP	MAX AC	MAX AR	MAX DR	FIRE	WATER	EARTH	AIR	MAGIC	MIN DMG	MAX DMG
1	13	16	10	9	9	0	80	48	86	2	0	0	0	0	0	0	0	0	0
2	14	17	12	10	10	0	96	54	92	2	0	0	0	0	0	0	0	0	0
3	15	18	14	10	11	0	112	54	97	2	0	0	0	0	0	0	0	0	0
4	17	20	16	11	12	0	128	59	108	2	0	0	0	0	0	0	0	0	0
5	19	21	17	11	13	0	136	59	113	2	0	0	0	0	0	0	0	0	0
6	21	23	20	12	14	0	160	65	124	2	0	0	0	0	0	0	0	0	0
7	23	25	22	12	15	0	176	65	135	2	0	0	0	0	0	0	0	0	0
8	26	27	24	13	17	0	192	70	145	2	0	0	0	0	0	0	0	0	0
9	28	29	26	14	18	0	208	75	156	2	0	0	0	0	0	0	0	0	0
10	31	32	28	15	20	0	224	81	172	2	0	0	0	0	0	0	0	0	0
11	34	34	31	16	21	0	248	86	183	2	0	0	0	0	0	0	0	0	0
12	36	37	33	17	23	0	264	92	199	2	0	0	0	0	0	0	0	0	0
13	39	39	35	18	25	0	280	97	210	2	0	0	0	0	0	0	0	0	0
14	43	42	38	19	27	0	304	102	226	2	0	0	0	0	0	0	0	0	0
15	46	45	40	20	29	0	320	108	242	2	0	0	0	0	0	0	0	0	0
16	49	48	43	21	31	0	344	113	258	2	0	0	0	0	0	0	0	0	0
17	53	52	45	22	33	0	360	118	280	2	0	0	0	0	0	0	0	0	0
18	56	55	48	23	35	0	384	124	296	2	0	0	0	0	0	0	0	0	0
19	60	59	50	24	37	0	400	129	318	2	0	0	0	0	0	0	0	0	0
20	64	62	53	25	39	0	424	135	334	2	0	0	0	0	0	0	0	0	0
21	67	66	56	26	41	0	448	140	355	2	0	0	0	0	0	0	0	0	0
22	71	70	58	28	43	0	464	151	377	2	0	0	0	0	0	0	0	0	0
23	75	73	61	29	46	0	488	156	393	3	0	0	0	0	0	0	0	0	0
24	79	77	64	30	48	0	512	162	415	3	0	0	0	0	0	0	0	0	0
25	83	81	66	31	50	0	528	167	436	3	0	0	0	0	0	0	0	0	0
26	88	86	69	33	53	0	552	178	463	3	0	0	0	0	0	0	0	0	0
27	92	90	72	34	55	0	576	183	485	3	0	0	0	0	0	0	0	0	0
28	96	94	74	35	58	0	592	188	506	3	0	0	0	0	0	0	0	0	0
29	101	99	77	37	60	0	616	199	533	3	0	0	0	0	0	0	0	0	0
30	105	103	80	38	63	0	640	205	555	3	0	0	0	0	0	0	0	0	0
31	110	108	83	40	66	0	664	215	582	3	0	0	0	0	0	0	0	0	0
32	114	112	86	41	68	0	688	221	603	3	0	0	0	0	0	0	0	0	0
33	119	117	89	43	71	0	712	232	630	3	0	0	0	0	0	0	0	0	0
34	124	122	91	44	74	0	728	237	657	3	0	0	0	0	0	0	0	0	0
35	129	127	94	46	77	0	752	248	684	3	0	0	0	0	0	0	0	0	0
36	134	132	97	47	79	0	776	253	711	3	0	0	0	0	0	0	0	0	0
37	139	137	100	49	82	0	800	264	738	3	0	0	0	0	0	0	0	0	0
38	144	142	103	50	85	0	824	269	765	3	0	0	0	0	0	0	0	0	0
39	149	147	106	52	88	0	848	280	792	3	0	0	0	0	0	0	0	0	0
40	154	153	109	53	91	0	872	285	824	3	0	0	0	0	0	0	0	0	0
41	159	158	112	55	94	0	896	296	851	3	0	0	0	0	0	0	0	0	0
42	164	163	115	57	97	0	920	307	878	3	0	0	0	0	0	0	0	0	0
43	170	169	118	58	100	0	944	312	910	3	0	0	0	0	0	0	0	0	0
44	175	175	121	60	103	0	968	323	942	3	0	0	0	0	0	0	0	0	0
45	180	180	124	62	106	0	992	334	969	3	0	0	0	0	0	0	0	0	0
46	186	186	127	63	110	0	1016	339	1002	3	0	0	0	0	0	0	0	0	0
47	192	192	130	65	113	0	1040	350	1034	3	0	0	0	0	0	0	0	0	0
48	197	198	133	67	116	0	1064	361	1066	3	0	0	0	0	0	0	0	0	0
49	203	204	136	69	119	0	1088	372	1098	3	0	0	0	0	0	0	0	0	0
50	209	210	139	71	123	0	1112	382	1131	3	0	0	0	0	0	0	0	0	0
51	214	216	142	72	126	0	1136	388	1163	3	0	0	0	0	0	0	0	0	0
52	220	222	145	74	129	0	1160	398	1195	3	0	0	0	0	0	0	0	0	0
53	226	228	148	76	133	0	1184	409	1228	3	0	0	0	0	0	0	0	0	0
54	232	235	152	78	136	0	1216	420	1265	4	0	0	0	0	0	0	0	0	0
55	238	241	155	80	140	0	1240	431	1298	4	0	0	0	0	0	0	0	0	0
56	244	248	158	82	143	0	1264	442	1335	4	0	0	0	0	0	0	0	0	0
57	250	254	161	84	147	0	1288	452	1368	4	0	0	0	0	0	0	0	0	0
58	256	261	164	85	150	0	1312	458	1405	4	0	0	0	0	0	0	0	0	0
59	262	267	167	87	154	0	1336	468	1438	4	0	0	0	0	0	0	0	0	0
60	268	274	171	89	157	0	1368	479	1475	4	0	0	0	0	0	0	0	0	0
61	275	281	174	91	161	0	1392	490	1513	4	0	0	0	0	0	0	0	0	0
62	281	288	177	93	165	0	1416	501	1551	4	0	0	0	0	0	0	0	0	0
63	287	295	180	95	168	0	1440	512	1588	4	0	0	0	0	0	0	0	0	0
64	294	301	183	97	172	0	1464	522	1621	4	0	0	0	0	0	0	0	0	0
65	300	309	187	99	176	0	1496	533	1664	4	0	0	0	0	0	0	0	0	0
66	307	316	190	101	180	0	1520	544	1702	4	0	0	0	0	0	0	0	0	0
67	313	323	193	103	183	0	1544	555	1739	4	0	0	0	0	0	0	0	0	0
68	320	330	196	105	187	0	1568	565	1777	4	0	0	0	0	0	0	0	0	0
69	326	337	200	107	191	0	1600	576	1815	4	0	0	0	0	0	0	0	0	0
70	333	345	203	110	195	0	1624	592	1858	4	0	0	0	0	0	0	0	0	0
71	340	352	206	112	199	0	1648	603	1895	4	0	0	0	0	0	0	0	0	0
72	347	359	210	114	203	0	1680	614	1933	4	0	0	0	0	0	0	0	0	0
73	353	367	213	116	207	0	1704	625	1976	4	0	0	0	0	0	0	0	0	0
74	360	374	216	118	211	0	1728	635	2014	4	0	0	0	0	0	0	0	0	0
75	367	382	220	120	215	0	1760	646	2057	4	0	0	0	0	0	0	0	0	0
76	374	390	223	122	219	0	1784	657	2100	5	0	0	0	0	0	0	0	0	0
77	381	398	226	125	223	0	1808	673	2143	5	0	0	0	0	0	0	0	0	0
78	388	405	230	127	227	0	1840	684	2181	5	0	0	0	0	0	0	0	0	0
79	395	413	233	129	231	0	1864	695	2224	5	0	0	0	0	0	0	0	0	0
80	402	421	236	131	235	0	1888	705	2267	5	0	0	0	0	0	0	0	0	0
81	409	429	240	133	239	0	1920	716	2310	5	0	0	0	0	0	0	0	0	0
82	417	437	243	136	243	0	1944	732	2353	5	0	0	0	0	0	0	0	0	0
83	424	445	246	138	247	0	1968	743	2396	5	0	0	0	0	0	0	0	0	0
84	431	453	250	140	251	0	2000	754	2439	5	0	0	0	0	0	0	0	0	0
85	438	461	253	143	256	0	2024	770	2482	5	0	0	0	0	0	0	0	0	0
86	446	470	257	145	260	0	2056	781	2531	5	0	0	0	0	0	0	0	0	0
87	453	478	260	147	264	0	2080	792	2574	5	0	0	0	0	0	0	0	0	0
88	461	486	264	149	269	0	2112	802	2617	5	0	0	0	0	0	0	0	0	0
89	468	495	267	152	273	0	2136	818	2665	5	0	0	0	0	0	0	0	0	0
90	476	503	270	154	277	0	2160	829	2708	5	0	0	0	0	0	0	0	0	0
91	483	512	274	157	282	0	2192	845	2757	5	0	0	0	0	0	0	0	0	0
92	491	520	277	159	286	0	2216	856	2800	5	0	0	0	0	0	0	0	0	0
93	498	529	281	161	290	0	2248	867	2848	5	0	0	0	0	0	0	0	0	0
94	506	538	284	164	295	0	2272	883	2897	5	0	0	0	0	0	0	0	0	0
95	514	546	288	166	299	0	2304	894	2940	5	0	0	0	0	0	0	0	0	0
96	521	555	291	169	304	0	2328	910	2988	5	0	0	0	0	0	0	0	0	0
97	529	564	295	171	308	0	2360	921	3037	5	0	0	0	0	0	0	0	0	0
98	537	573	298	173	313	0	2384	932	3085	5	0	0	0	0	0	0	0	0	0
99	545	582	302	176	317	0	2416	948	3134	5	0	0	0	0	0	0	0	0	0
100	553	591	305	178	322	0	2440	958	3182	5	0	0	0	0	0	0	0	0	0
101	561	600	309	181	326	0	2472	975	3231	5	0	0	0	0	0	0	0	0	0
102	568	609	312	183	331	0	2496	985	3279	5	0	0	0	0	0	0	0	0	0
103	576	618	316	186	336	0	2528	1002	3328	5	0	0	0	0	0	0	0	0	0
104	584	627	319	188	340	0	2552	1012	3376	5	0	0	0	0	0	0	0	0	0
105	593	636	323	191	345	0	2584	1028	3425	5	0	0	0	0	0	0	0	0	0
106	601	646	326	193	350	0	2608	1039	3478	5	0	0	0	0	0	0	0	0	0
107	609	655	330	196	354	0	2640	1055	3527	5	0	0	0	0	0	0	0	0	0
108	617	665	333	198	359	0	2664	1066	3581	5	0	0	0	0	0	0	0	0	0
109	625	674	337	201	364	0	2696	1082	3629	5	0	0	0	0	0	0	0	0	0
110	633	683	341	204	368	0	2728	1098	3678	5	0	0	0	0	0	0	0	0	0
