lottery_box_tid	pot_Item_tid	min_stack	max_stack	percent
12287	12286	1	1	800
12287	12287	1	1	900
12287	nothing	0	0	0
3617	4800	10	10	1100
3617	4801	10	10	1100
3617	4773	99	99	1100
3617	1050	20	20	1100
3617	486	12	12	1100
3617	4774	99	99	900
3617	468	3	3	900
3617	599	3	3	900
3617	595	3	3	900
3617	464	2	2	300
3617	12285	1	1	300
3617	12286	1	1	300
3617	nothing	0	0	0
3616	2118	6	6	620
3616	472	3	3	620
3616	841	3	3	620
3616	481	3	3	620
3616	2119	6	6	620
3616	2116	6	6	620
3616	1974	6	6	620
3616	1975	10	10	620
3616	1036	10	10	620
3616	2117	6	6	500
3616	1977	10	10	500
3616	589	3	3	500
3616	1976	10	10	500
3616	475	3	3	500
3616	601	3	3	500
3616	592	3	3	500
3616	12285	1	1	310
3616	12286	1	1	310
3616	12287	1	1	300
3616	nothing	0	0	0
9755	12287	1	1	200
9755	12286	1	1	400
9755	12285	1	1	600
9755	11482	1	1	100
9755	11481	1	1	600
9755	11479	1	1	600
9755	6156	2	2	700
9755	6157	2	2	700
9755	6389	99	99	1200
9755	9001	1	1	1000
9755	6158	2	2	700
9755	6182	10	10	1200
9755	6360	5	5	2000
9755	nothing	0	0	0
11077	12286	1	1	1000
11077	12285	1	1	1000
11077	1839	1	3	1000
11077	1847	1	3	1000
11077	608	1	3	1000
11077	611	1	3	1000
11077	1829	1	3	1000
11077	1126	10	50	1500
11077	486	5	20	1500
11077	nothing	0	0	0
11078	12287	1	1	500
11078	12286	1	1	1000
11078	1170	1	3	1000
11078	1173	1	3	1000
11078	607	1	3	1000
11078	610	1	3	1000
11078	464	1	3	1000
11078	1127	10	50	1750
11078	486	10	40	1750
11078	nothing	0	0	0
11254	12286	1	1	1000
11254	12285	1	1	1000
11254	1891	1	3	1000
11254	605	1	3	1000
11254	1881	1	3	1000
11254	1829	1	3	1000
11254	1866	1	3	1000
11254	1126	10	50	1500
11254	486	5	20	1500
11254	nothing	0	0	0
11255	12287	1	1	500
11255	12286	1	1	1000
11255	1892	1	3	1000
11255	604	1	3	1000
11255	1882	1	3	1000
11255	464	1	3	1000
11255	1867	1	3	1000
11255	1127	10	50	1750
11255	486	10	40	1750
11255	nothing	0	0	0
10372	10300	1	1	30
10372	12118	1	1	30
10372	13454	1	1	200
10372	11082	999	999	250
10372	11085	999	999	250
10372	11811	3	3	200
10372	11810	3	3	200
10372	11800	3	3	200
10372	11801	3	3	200
10372	11802	3	3	200
10372	11803	3	3	200
10372	11804	3	3	200
10372	11805	3	3	200
10372	11806	3	3	200
10372	11807	3	3	200
10372	11808	3	3	200
10372	11809	3	3	200
10372	6184	5	5	290
10372	6185	5	5	290
10372	6186	5	5	290
10372	6187	5	5	290
10372	6188	5	5	290
10372	1846	7777	7777	280
10372	10305	1	1	220
10372	10315	1	1	220
10372	10325	1	1	220
10372	7486	1	1	450
10372	7489	1	1	450
10372	11081	999	999	500
10372	11084	999	999	500
10372	246	4	4	510
10372	254	4	4	510
10372	258	4	4	510
10372	262	4	4	510
10372	266	4	4	510
10372	nothing	0	0	0
10373	10300	1	1	30
10373	12118	1	1	30
10373	13454	1	1	200
10373	11082	999	999	250
10373	11085	999	999	250
10373	11789	3	3	200
10373	11790	3	3	200
10373	11791	3	3	200
10373	11792	3	3	200
10373	11793	3	3	200
10373	11794	3	3	200
10373	11795	3	3	200
10373	11796	3	3	200
10373	11797	3	3	200
10373	11798	3	3	200
10373	11799	3	3	200
10373	6184	5	5	290
10373	6185	5	5	290
10373	6186	5	5	290
10373	6187	5	5	290
10373	6188	5	5	290
10373	1846	7777	7777	280
10373	10305	1	1	220
10373	10315	1	1	220
10373	10325	1	1	220
10373	7486	1	1	470
10373	7489	1	1	470
10373	11081	999	999	530
10373	11084	999	999	530
10373	246	4	4	530
10373	254	4	4	530
10373	258	4	4	530
10373	262	4	4	530
10373	266	4	4	530
10373	nothing	0	0	0
11261	2118	6	6	620
11261	472	3	3	620
11261	841	3	3	620
11261	481	3	3	620
11261	2119	6	6	620
11261	2116	6	6	620
11261	1974	6	6	620
11261	1975	10	10	620
11261	1036	10	10	620
11261	2117	6	6	500
11261	1977	10	10	500
11261	589	3	3	500
11261	1976	10	10	500
11261	475	3	3	500
11261	601	3	3	500
11261	592	3	3	500
11261	12285	1	1	310
11261	12286	1	1	310
11261	12287	1	1	300
11261	nothing	0	0	0
40010	3956	1	1	145
40010	3951	1	1	145
40010	3953	1	1	145
40010	3954	1	1	145
40010	3955	1	1	145
40010	3922	1	1	145
40010	3917	1	1	145
40010	3919	1	1	145
40010	3920	1	1	145
40010	3921	1	1	145
40010	3986	1	1	145
40010	3981	1	1	145
40010	3983	1	1	145
40010	3984	1	1	145
40010	3985	1	1	145
40010	4547	1	1	145
40010	4522	1	1	145
40010	4524	1	1	145
40010	4525	1	1	145
40010	4526	1	1	145
40010	4487	1	1	145
40010	4462	1	1	145
40010	4464	1	1	145
40010	4465	1	1	145
40010	4466	1	1	145
40010	4517	1	1	145
40010	4492	1	1	145
40010	4494	1	1	145
40010	4495	1	1	145
40010	4496	1	1	145
40010	5755	1	1	145
40010	5739	1	1	145
40010	5740	1	1	145
40010	5741	1	1	145
40010	5742	1	1	145
40010	4428	1	1	145
40010	4099	1	1	145
40010	4405	1	1	145
40010	4406	1	1	145
40010	4407	1	1	145
40010	4458	1	1	145
40010	4433	1	1	145
40010	4435	1	1	145
40010	4436	1	1	145
40010	4437	1	1	145
40010	8628	1	1	145
40010	8623	1	1	145
40010	8625	1	1	145
40010	8626	1	1	145
40010	8627	1	1	135
40010	3962	1	1	35
40010	3957	1	1	35
40010	3959	1	1	35
40010	3960	1	1	35
40010	3961	1	1	35
40010	3928	1	1	35
40010	3923	1	1	35
40010	3925	1	1	35
40010	3926	1	1	35
40010	3927	1	1	35
40010	3992	1	1	35
40010	3987	1	1	35
40010	3989	1	1	35
40010	3990	1	1	35
40010	3991	1	1	35
40010	4548	1	1	35
40010	4527	1	1	35
40010	4529	1	1	35
40010	4530	1	1	35
40010	4531	1	1	35
40010	4488	1	1	35
40010	4467	1	1	35
40010	4469	1	1	35
40010	4470	1	1	35
40010	4471	1	1	35
40010	4518	1	1	35
40010	4497	1	1	35
40010	4499	1	1	35
40010	4500	1	1	35
40010	4501	1	1	35
40010	5756	1	1	35
40010	5743	1	1	35
40010	5744	1	1	35
40010	5745	1	1	35
40010	5746	1	1	35
40010	4429	1	1	35
40010	4408	1	1	35
40010	4410	1	1	35
40010	4411	1	1	35
40010	4412	1	1	35
40010	4459	1	1	35
40010	4775	1	1	35
40010	4440	1	1	35
40010	4441	1	1	35
40010	4442	1	1	35
40010	8634	1	1	35
40010	8629	1	1	35
40010	8631	1	1	35
40010	8632	1	1	35
40010	8633	1	1	35
40010	8685	1	1	35
40010	8686	1	1	35
40010	8687	1	1	35
40010	8688	1	1	35
40010	8689	1	1	35
40010	8695	1	1	35
40010	8696	1	1	35
40010	8697	1	1	35
40010	8698	1	1	35
40010	8699	1	1	35
40010	3968	1	1	11
40010	3963	1	1	11
40010	3965	1	1	11
40010	3966	1	1	11
40010	3967	1	1	11
40010	3934	1	1	11
40010	3929	1	1	11
40010	3931	1	1	11
40010	3932	1	1	11
40010	3933	1	1	11
40010	3998	1	1	11
40010	3993	1	1	11
40010	3995	1	1	11
40010	3996	1	1	11
40010	3997	1	1	11
40010	4549	1	1	11
40010	4532	1	1	11
40010	4534	1	1	11
40010	4535	1	1	11
40010	4536	1	1	11
40010	4489	1	1	11
40010	4472	1	1	11
40010	4474	1	1	11
40010	4475	1	1	11
40010	4476	1	1	11
40010	4519	1	1	11
40010	4502	1	1	11
40010	4504	1	1	11
40010	4505	1	1	11
40010	4506	1	1	11
40010	5757	1	1	11
40010	5747	1	1	11
40010	5748	1	1	11
40010	5749	1	1	11
40010	5750	1	1	11
40010	4430	1	1	11
40010	4413	1	1	11
40010	4415	1	1	11
40010	4416	1	1	11
40010	4417	1	1	11
40010	4460	1	1	11
40010	4443	1	1	11
40010	4445	1	1	11
40010	4446	1	1	11
40010	4447	1	1	11
40010	8640	1	1	11
40010	8635	1	1	11
40010	8637	1	1	11
40010	8638	1	1	11
40010	8639	1	1	11
40010	8690	1	1	11
40010	8691	1	1	11
40010	8692	1	1	11
40010	8693	1	1	11
40010	8694	1	1	11
40010	8700	1	1	11
40010	8701	1	1	11
40010	8702	1	1	11
40010	8703	1	1	11
40010	8704	1	1	11
40010	nothing	0	0	0
40015	5005	1	1	50
40015	5006	1	1	50
40015	5007	1	1	50
40015	5008	1	1	50
40015	5009	1	1	50
40015	5010	1	1	50
40015	5011	1	1	50
40015	5012	1	1	50
40015	5013	1	1	50
40015	5014	1	1	50
40015	5015	1	1	50
40015	5016	1	1	50
40015	5017	1	1	50
40015	5018	1	1	40
40015	5019	1	1	40
40015	5020	1	1	40
40015	5021	1	1	40
40015	5022	1	1	40
40015	5023	1	1	50
40015	5024	1	1	50
40015	5026	1	1	50
40015	nothing	0	0	0
40016	463	6	9	170
40016	1829	3	5	130
40016	464	2	3	80
40016	466	6	9	170
40016	467	3	5	130
40016	468	2	3	80
40016	588	6	9	170
40016	1831	3	5	130
40016	589	2	3	80
40016	591	6	9	170
40016	1849	3	5	130
40016	592	2	3	80
40016	594	6	9	170
40016	1837	3	5	130
40016	595	2	3	80
40016	597	6	9	170
40016	598	3	5	130
40016	599	2	3	80
40016	465	6	9	170
40016	469	3	5	130
40016	470	2	3	70
40016	471	6	9	170
40016	1841	3	5	130
40016	472	2	3	70
40016	474	6	9	170
40016	1843	3	5	130
40016	475	2	3	80
40016	480	6	9	170
40016	1833	3	5	130
40016	481	2	3	80
40016	600	6	9	170
40016	1853	3	5	130
40016	601	2	3	70
40016	840	6	9	170
40016	1851	3	5	130
40016	841	2	3	80
40016	1169	6	9	170
40016	1839	3	5	130
40016	1170	2	3	70
40016	1172	6	9	170
40016	1847	3	5	130
40016	1173	2	3	80
40016	603	6	9	170
40016	605	3	5	130
40016	604	2	3	80
40016	606	6	9	170
40016	608	3	5	130
40016	607	2	3	80
40016	609	6	9	170
40016	611	3	5	130
40016	610	2	3	80
40016	613	6	9	170
40016	1835	3	5	130
40016	614	2	3	80
40016	616	6	9	170
40016	1845	3	5	130
40016	617	2	3	80
40016	7501	3	6	180
40016	7502	3	6	180
40016	7503	3	6	180
40016	7504	3	6	180
40016	7505	3	6	180
40016	7506	3	6	180
40016	7507	2	4	130
40016	7508	2	4	130
40016	7509	2	4	130
40016	7510	2	4	130
40016	7511	2	4	130
40016	7512	2	4	130
40016	7513	2	4	130
40016	7514	2	4	130
40016	7515	1	3	70
40016	7516	1	3	70
40016	7517	1	3	70
40016	7518	1	3	70
40016	7519	1	3	70
40016	7520	1	3	70
40016	7521	1	3	70
40016	7522	1	3	70
40016	7523	1	3	70
40016	7524	1	3	70
40016	nothing	0	0	0
40022	40026	1	1	120
40022	6392	1	1	600
40022	40025	1	1	800
40022	40024	1	1	1300
40022	40027	1	1	2330
40022	40028	99	99	2330
40022	40029	5	5	2520
40022	nothing	0	0	0
40023	9756	1	1	4988
40023	9757	1	1	2500
40023	9758	1	1	1000
40023	9759	1	1	700
40023	9760	1	1	500
40023	9761	1	1	200
40023	9762	1	1	100
40023	9763	1	1	10
40023	9764	1	1	1
40023	9765	1	1	1
40023	nothing	0	0	0
40024	7501	3	4	1200
40024	7502	3	4	1200
40024	7503	3	4	1200
40024	7504	3	4	1200
40024	7505	3	4	1200
40024	7506	3	4	1200
40024	12285	1	1	1000
40024	12286	1	1	900
40024	12287	1	1	900
40024	nothing	0	0	0
40025	7507	2	3	950
40025	7508	2	3	950
40025	7509	2	3	950
40025	7510	2	3	950
40025	7511	2	3	950
40025	7512	2	3	950
40025	7513	2	3	950
40025	7514	2	3	950
40025	12285	1	1	750
40025	12286	1	1	900
40025	12287	1	1	750
40025	nothing	0	0	0
40026	7515	1	2	750
40026	7516	1	2	750
40026	7517	1	2	750
40026	7518	1	2	750
40026	7519	1	2	750
40026	7520	1	2	750
40026	7521	1	2	750
40026	7522	1	2	750
40026	7523	1	2	750
40026	7524	1	2	750
40026	12285	1	1	800
40026	12286	1	1	800
40026	12287	1	1	900
40026	nothing	0	0	0
