TID	이름	설명
12528	Devil: Superior <Elementalist - 14 days>	Devil: Superior <Elementalist>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12532	Devil: Superior <Elementalist - 30 days>	Devil: Superior <Elementalist>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12518	Devil: Balanced <DragonScion - 14 days>	Devil: Balanced <DragonScion>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12519	Devil: Superior <DragonScion - 14 days>	Devil: Superior <DragonScion>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12520	Devil: Superior <DragonScion - 30 days>	Devil: Superior <DragonScion>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12536	Rare Devil: Balanced <Knight - 14 days>	Rare Devil: Balanced <Knight>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12537	Rare Devil: Superior <Knight - 14 days>	Rare Devil: Superior <Knight>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12538	Rare Devil: Superior <Knight - 30 days>	Rare Devil: Superior <Knight>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12539	Rare Devil: Balanced <Archer - 14 days>	Rare Devil: Balanced <Archer>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12540	Rare Devil: Superior <Archer - 14 days>	Rare Devil: Superior <Archer>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12541	Rare Devil: Superior <Archer - 30 days>	Rare Devil: Superior <Archer>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12548	Rare Devil: Balanced <Mage - 14 days>	Rare Devil: Balanced <Mage>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12549	Rare Devil: Superior <Mage - 14 days>	Rare Devil: Superior <Mage>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12550	Rare Devil: Superior <Mage - 30 days>	Rare Devil: Superior <Mage>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12542	Rare Devil: Balanced <Berserker - 14 days>	Rare Devil: Balanced <Berserker>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12543	Rare Devil: Superior <Berserker - 14 days>	Rare Devil: Superior <Berserker>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12545	Rare Devil: Superior <Berserker - 30 days>	Rare Devil: Superior <Berserker>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12551	Rare Devil: Balanced <Hunter - 14 days>	Rare Devil: Balanced <Hunter>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12552	Rare Devil: Superior <Hunter - 14 days>	Rare Devil: Superior <Hunter>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12553	Rare Devil: Superior <Hunter - 30 days>	Rare Devil: Superior <Hunter>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12544	Rare Devil: Balanced <Sorcerer - 14 days>	Rare Devil: Balanced <Sorcerer>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12546	Rare Devil: Superior <Sorcerer - 14 days>	Rare Devil: Superior <Sorcerer>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12547	Rare Devil: Superior <Sorcerer - 30 days>	Rare Devil: Superior <Sorcerer>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12554	Rare Devil: Balanced <Swashbuckler - 14 days>	Rare Devil: Balanced <Swashbuckler>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12555	Rare Devil: Superior <Swashbuckler - 14 days>	Rare Devil: Superior <Swashbuckler>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12556	Rare Devil: Superior <Swashbuckler - 30 days>	Rare Devil: Superior <Swashbuckler>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12557	Rare Devil: Balanced <Ranger - 14 days>	Rare Devil: Balanced <Ranger>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12558	Rare Devil: Superior <Ranger - 14 days>	Rare Devil: Superior <Ranger>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12559	Rare Devil: Superior <Ranger - 30 days>	Rare Devil: Superior <Ranger>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12560	Rare Devil: Balanced <Elementalist - 14 days>	Rare Devil: Balanced <Elementalist>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12561	Rare Devil: Superior <Elementalist - 14 days>	Rare Devil: Superior <Elementalist>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12563	Rare Devil: Superior <Elementalist - 30 days>	Rare Devil: Superior <Elementalist>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate 5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12562	Rare Devil: Balanced <DragonScion - 14 days>	Rare Devil: Balanced <DragonScion>\nImproves your ability to advance.\n\nHP +30\nMana +30\nPhysical Damage +10\nPhysical Defense +10\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12564	Rare Devil: Superior <DragonScion - 14 days>	Rare Devil: Superior <DragonScion>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 14 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12565	Rare Devil: Superior <DragonScion - 30 days>	Rare Devil: Superior <DragonScion>\nEnormously enhances all of your abilities.\n\nHP +50\nMana +50\nPhysical Damage +20\nAll Elemental Attack Power +10\nAttack Speed +5%\nMovement Speed +5%\nPhysical Defense +20\nAll Elemental Resistances +10%\nBlock Rate +5%\nSkill Block Rate +5%\nXP +10%\nDrop Rate +10%\nGold +20%\n\nDuration: 30 days\n\nCan be toggled On/Off.\nToggling will not affect the Duration.
12566	Large Gold Treasure Chest	A large Gold Box made of 10 Gold Treasure Chests\nNo one knows what treasure it contains.\n\nYou'll need a Gold Key to open this.\n\nYou can use a refinery to make 10 Gold Treasure Chests into a Large Gold Box and vice versa.
12567	Large Silver Treasure Chest	A large Silver Chest that is made of 10 Silver Treasure Chests.\nNo one knows which treasure it contains.\n\nYou need a Silver Key to open the Treasure Chest.\n\nThis chest is made by combining 10 Silver Treasure Chests at the Refinery, and can be disassembled again.
12568	Large Platinum Treasure Chest	A large Platinum Chest that is made of 10 Platinum Treasure Chests\n\nIt contains hard to find items.\nBefore you open it, you won't know what it contains.\n\nThis chest is made by combining 10 Platinum Treasure Chests at the Refinery, and can be disassembled again.
12569	Loki Ring Piece	Fragment can create a Loki Ring when refined but chances are low\nNecessary Ingredients\n10 Loki Ring Pieces\n1 Small Emerald\n1 Small Black Pearl
12570	Red Sign Ring Piece	Fragment can create a Redsign Ring when refined but chances are low\nNecessary Ingredients\n10 Redsign Ring Pieces\n2 Small Black Pearls
12571	Barom Ring Piece	Fragment can create a Barom Ring when refined but chances are low\nNecessary Ingredients\n10 Barom Ring Pieces\n1 Small Ruby\n1 Small Sapphire
12572	Shuta Ring Piece	Fragment can create a Shuta Ring when refined but chances are low\nNecessary Ingredients\n10 Shuta Ring Pieces\n2 Small Ruby
12573	Flying Ring Piece	Fragment can create a Flying Ring when refined but chances are low\nNecessary Ingredients\n10 Flying Ring Pieces\n1 Big Ruby\n1 Big Zircon
12574	Fargan Ring Piece	Fragment can create a Pargon Ring when refined but chances are low\nNecessary Ingredients\n10 Pargon Ring Pieces\n1 Big Black Pearl\n1 Big Diamond
12575	Blode Ring Piece	Fragment can create a Bullod Ring when refined but chances are low\nNecessary Ingredients\n10 Bullod Ring Pieces\n1 Fantastic Topaz\n1 Fantastic Ruby
12576	Haul Ring Piece	Fragment can create a Hawul Ring when refined but chances are low\nNecessary Ingredients\n10 Hawul Ring Pieces\n1 Fantastic White Pearl\n1 Fantastic Amethyst
12577	Logo Ring Piece	Fragment can create a Logo Ring when refined but chances are low\nNecessary Ingredients\n10 Logo Ring Pieces\n1 Fantastic Emerald\n1 Fantastic Aquamarine
12578	Ohkeros Ring Piece	Fragment can create a Ohkeros Ring when refined but chances are low\nNecessary Ingredients\n10 Ohkeros Ring Pieces\n1 Fantastic Emerald\n1 Fantastic Sapphire
12579	Gadius Ring Piece	Fragment can create a Gadius Ring when refined but chances are low\nNecessary Ingredients\n10 Gadius Ring Pieces\n1 Fantastic Diamond\n1 Fantastic Zircon
12580	Podon Necklace Piece	Fragment can create a Fodon Necklace when refined but chances are low\nNecessary Ingredients\n10 Fodon Necklace Pieces\n1 Big Sapphire\n1 Big Aquamarine
12581	Lilin Necklace Piece	Fragment can create a Lilyn Necklace when refined but chances are low\nNecessary Ingredients\n10 Lilyn Necklace Pieces\n1 Big Sapphire\n1 Big Aquamarine
12582	Lilith Necklace Piece	Fragment can create a Lilith Necklace when refined but chances are low\nNecessary Ingredients\n10 Lilith Necklace Pieces\n1 Big Sapphire\n1 Big Aquamarine
12583	Karkaen Necklace Piece	Fragment can create a Karkaen Necklace when refined but chances are low\nNecessary Ingredients\n10 Karkaen Necklace Pieces\n1 Big Emerald\n1 Big Zircon
12584	Darilla Necklace Piece	Fragment can create a Darila Necklace when refined but chances are low\nNecessary Ingredients\n10 Darila Necklace Pieces\n1 Big Diamond\n1 Big Black Pearl
12585	Biglos Necklace Piece	Fragment can create a Viglos Necklace when refined but chances are low\nNecessary Ingredients\n10 Viglos Necklace Pieces\n1 Fantastic White Pearl\n1 Fantastic Black Pearl
12586	Guardimesh Necklace Piece	Fragment can create a Guardimesh Necklace when refined but chances are low\nNecessary Ingredients\n10 Guardimesh Necklace Pieces\n1 Fantastic Sapphire\n1 Fantastic Topaz
12587	Zucker Necklace Piece	Fragment can create a Zucker Necklace when refined but chances are low\nNecessary Ingredients\n10 Zucker Necklace Pieces\n1 Fantastic Aquamarine\n1 Fantastic Amethyst
12588	Shocker Necklace Piece	Fragment can create a Shocker Necklace when refined but chances are low\nNecessary Ingredients\n10 Shocker Necklace Pieces\n1 Fantastic Black Pearl\n1 Fantastic Aquamarine
12589	Luke Necklace Piece	Fragment can create a Luke Necklace when refined but chances are low\nNecessary Ingredients\n10 Luke Necklace Pieces\n2 Fantastic Emerald
12590	Piece of Necklace of Fortune	Fragment can create a Necklace of Fortune when refined but chances are low\nNecessary Ingredients\n10 Pieces of Necklace of Fortune\n1 Small Diamond\n1 Small Zircon
12591	Piece of Necklace of Survival	Fragment can create a Necklace of Survival when refined but chances are low\nNecessary Ingredients\n10 Pieces of Necklace of Survival\n1 Small Ruby\n1 Small Sapphire
12592	Fragment of Ashtal	All Stats +15
12593	Union Necklace	Exchange item for the attendance event
12594	Proof of Destroyer	Exchange item for the Hunting Monsters event
12595	Proof of Monarch	Exchange item for the Hunting Monsters event
12596	Gold Treasure Chest	A Golden box that looks like a Treasure Chest\nYou'll need a golden key to open this
12597	Silver Treasure Chest	A Silver box that looks like a Treasure Chest\nYou'll need a silver key to open this
12598	Platinum treasure chest	A Platinum box that looks like a Treasure Chest\n\nIt contains items that are most hard to find,\nbut nobody knows what they are before it is open
12599	Spiral Ring	
12696	Prime Package S <Knight>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12697	Prime Package S <Archer>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12698	Prime Package S <Mage>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12699	Prime Package S <Berserker>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12700	Prime Package S <Hunter>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12701	Prime Package S <Sorcerer>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12702	Prime Package S <Swashbuckler>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12703	Prime Package S <Ranger>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12704	Prime Package S <Elementalist>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12705	Prime Package S <DragonScion>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n1 Awakening Boost Chest+ <+50>\n1 Gem of Origin (Regular)\n20,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12706	Prime Package L <Knight>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12707	Prime Package L <Archer>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12708	Prime Package L <Mage>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12709	Prime Package L <Berserker>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12710	Prime Package L <Hunter>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12711	Prime Package L <Sorcerer>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12712	Prime Package L <Swashbuckler>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12713	Prime Package L <Ranger>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12714	Prime Package L <Elementalist>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12715	Prime Package L <DragonScion>	A package for those who like to dash ahead The following items are included in the package.\n\nContents:\n2 Awakening Boost Chests+ <+50>\n1 Gem of Origin (Regular)\n30,000 Lens Stones\n1 Vivid Yellow Jumpsuit: Superior <14 days>
12716	Crest of Fighting	Crest obtained from Monsters in the Battle Square\nIt is used to obtain a Battle Square Challenger Title from a Title Supervisor.
12717	Proof of Winner	Proof given to the winner in a fight against an enemy race\nIt can be exchanged with the Battle Square Supervisor NPC for a Battle Square Potion.\nIt is used when creating a Prayer Stone by combining Sealed Prayer Stone Fragments and Battle Square Scrolls.
12718	Piece of Sealed Prayer Stone	Piece obtained from Monsters in the Battle Square\nYou can create a Combined Prayer Stone by putting a Battle Square Spell Scroll, Proofs of Winner and this item together.
12719	Battle Square Spell Scroll	Spell Scroll that unseals the Piece of Sealed Prayer Stone\nYou can create a Combined Prayer Stone by putting a Piece of Sealed Prayer Stone, Proofs of Winner and this item together.
12720	Fighter's Ring	Ring given to warriors who challenge in the Battle Square
12721	Colosseum Necklace	Necklace given to warriors who challenge in the Battle Square
12722	Fighting Spirit Potion	A potion that increases Elemental Damage and Elemental Resistance.\n\nAll Elemental Attack Power +10\nAll Elemental Defense +15%\n\nDuration: 5 min
12723	Potion of Bravery	A potion that increases power to ignore All Elemental Resistances and Physical Defense,\nand decreases Skill Casting Time.\n\nIgnores All Elemental Resistances with 15% chance during Attack.\nIgnores Physical Defense with 10% chance during Attack.\nSkill Casting Time decreases by 5%.\n\nDuration: 5 min
12724	Victory Potion	A potion that increases Block Rate, Skill Block Rate, Dodge and Critical Hit Resistance\n\n\nBlock Rate +10%\nSkill Block Rate +10%\nDodge from Melee attacks +10%\nDodge from Ranged attacks +10%\nCritical Hit Resistance +15%\n\nDuration: 5 min
12725	Combined Deadly Prayer Stone <Lv. 1>	Level 1, Combined Deadly Prayer Stone\n\nAttack Rate +4\nCritical Damage +10%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
12726	Combined Deadly Prayer Stone <Lv. 2>	Level 2, Combined Deadly Prayer Stone\n\nAttack Rate +6\nCritical Damage +15%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
12727	Combined Deadly Prayer Stone <Lv. 3>	Level 3, Combined Deadly Prayer Stone\n\nAttack Rate +8\nCritical Damage +20%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
12728	Combined Deadly Prayer Stone <Lv. 4>	Level 4, Combined Deadly Prayer Stone\n\nAttack Rate +10\nCritical Damage +22%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
12729	Combined Deadly Prayer Stone <Lv. 5>	Level 5, Combined Deadly Prayer Stone\n\nAttack Rate +12\nCritical Damage +24%\n\nIt cannot be equipped in conjunction with other Deadly Prayer Stones.\nIt cannot be equipped in conjunction with other Critical Hit Prayer Stones.
